Job ID,Source Date,Platform,Product Handle,Product Title,Content Angle,Asset Type,Aspect Ratio,Image Prompt,Negative Prompt,Reference Image Needed,Model Suggestion,Status
IMG-0011,2026-06-08,Pinterest,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,outfit detail,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0012,2026-06-09,Instagram,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,stackable bracelet,Instagram Lifestyle Image,4:5,"Photorealistic product lifestyle image for Mandala Jewels: Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0013,2026-06-10,Instagram,lavender-clarity-crystal-bracelet,Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry,everyday jewelry,Instagram Lifestyle Image,4:5,"Photorealistic product lifestyle image for Mandala Jewels: Lavender Crystal Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0014,2026-06-11,TikTok/Reels,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,everyday jewelry,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0015,2026-06-12,TikTok/Reels,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,purple bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as purple bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0016,2026-06-13,TikTok/Reels,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,gift for her,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as gift for her, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0017,2026-06-14,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,stackable bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0018,2026-06-15,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,everyday jewelry,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0019,2026-06-16,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,purple bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as purple bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0020,2026-06-17,Pinterest,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,outfit detail,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0021,2026-06-18,Pinterest,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,stackable bracelet,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0022,2026-06-19,Pinterest,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,everyday jewelry,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0023,2026-06-20,Pinterest,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,purple bracelet,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as purple bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0024,2026-06-21,Pinterest,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,gift for her,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as gift for her, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0025,2026-06-22,Instagram,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,outfit detail,Instagram Lifestyle Image,4:5,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0026,2026-06-23,Instagram,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,stackable bracelet,Instagram Lifestyle Image,4:5,"Photorealistic product lifestyle image for Mandala Jewels: Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0027,2026-06-24,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0028,2026-06-25,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0029,2026-06-26,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,purple bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as purple bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0030,2026-06-27,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,outfit detail,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0031,2026-05-29,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0032,2026-05-30,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0033,2026-05-31,Pinterest,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,gift for her,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as gift for her, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0034,2026-06-01,Pinterest,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,outfit detail,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0035,2026-06-02,Pinterest,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0036,2026-06-03,Pinterest,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0037,2026-06-04,Pinterest,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,purple bracelet,Pinterest Pin Image,2:3,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as purple bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0038,2026-06-05,Instagram,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,gift for her,Instagram Lifestyle Image,4:5,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as gift for her, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0039,2026-06-06,Instagram,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,outfit detail,Instagram Lifestyle Image,4:5,"Photorealistic product lifestyle image for Mandala Jewels: Violet Beaded Bracelet | Everyday Purple Crystal Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0040,2026-06-07,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,outfit detail,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet as outfit detail, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0041,2026-06-08,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,stackable bracelet,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet as stackable bracelet, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
IMG-0042,2026-06-09,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,everyday jewelry,Product Reference Still,9:16,"Photorealistic product lifestyle image for Mandala Jewels: Twilight Purple Beaded Bracelet | Stackable Purple Jewelry. Show purple crystal beaded bracelet as everyday jewelry, styled with lavender, violet, and soft purple tones, clean natural light, minimal outfit detail, elegant hands or flat lay, premium ecommerce composition, no religious symbols, no text overlay.","no medical claims, no wealth claims, no religious iconography, no exaggerated gemstones, no fake logo, no misspelled text, no misleading green stone material names",Yes - use real product photo when available,Image model or product-preserving image edit workflow,Prompt Ready
