Date,Platform,Product Handle,Product Title,Content Angle,Hook,Script / Caption,CTA,Hashtags,UTM URL,Asset Needed,Status
2026-06-15,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,everyday jewelry,Three ways to style a stackable purple bracelet,"Show Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on everyday jewelry: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/obsidian-glow-crystal-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=everyday_jewelry,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-16,YouTube Shorts,obsidian-glow-crystal-bracelet,Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry,purple bracelet,The everyday bracelet that makes a simple look feel finished,"Show Obsidian Glow Beaded Bracelet | Black & Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on purple bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/obsidian-glow-crystal-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=purple_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-24,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,A small purple bracelet detail that changes the whole outfit,"Show Violet Beaded Bracelet | Everyday Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on stackable bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/violet-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=stackable_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-25,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,Three ways to style a stackable purple bracelet,"Show Violet Beaded Bracelet | Everyday Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on everyday jewelry: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/violet-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=everyday_jewelry,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-26,TikTok/Reels,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,purple bracelet,The everyday bracelet that makes a simple look feel finished,"Show Violet Beaded Bracelet | Everyday Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on purple bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/violet-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=purple_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-27,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,outfit detail,A small purple bracelet detail that changes the whole outfit,"Show Violet Beaded Bracelet | Everyday Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on outfit detail: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/violet-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=outfit_detail,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-05-29,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,stackable bracelet,Three ways to style a stackable purple bracelet,"Show Violet Beaded Bracelet | Everyday Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on stackable bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/violet-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=stackable_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-05-30,YouTube Shorts,violet-beaded-bracelet,Violet Beaded Bracelet | Everyday Purple Crystal Jewelry,everyday jewelry,The everyday bracelet that makes a simple look feel finished,"Show Violet Beaded Bracelet | Everyday Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on everyday jewelry: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/violet-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=everyday_jewelry,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-07,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,outfit detail,A small purple bracelet detail that changes the whole outfit,"Show Twilight Purple Beaded Bracelet | Stackable Purple Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on outfit detail: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/twilight-purple-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=outfit_detail,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-08,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,stackable bracelet,Three ways to style a stackable purple bracelet,"Show Twilight Purple Beaded Bracelet | Stackable Purple Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on stackable bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/twilight-purple-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=stackable_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-09,TikTok/Reels,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,everyday jewelry,The everyday bracelet that makes a simple look feel finished,"Show Twilight Purple Beaded Bracelet | Stackable Purple Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on everyday jewelry: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/twilight-purple-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=everyday_jewelry,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-10,YouTube Shorts,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,gift for her,A small purple bracelet detail that changes the whole outfit,"Show Twilight Purple Beaded Bracelet | Stackable Purple Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on gift for her: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/twilight-purple-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=gift_for_her,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-11,YouTube Shorts,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,outfit detail,Three ways to style a stackable purple bracelet,"Show Twilight Purple Beaded Bracelet | Stackable Purple Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on outfit detail: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/twilight-purple-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=outfit_detail,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-12,YouTube Shorts,twilight-purple-beaded-bracelet,Twilight Purple Beaded Bracelet | Stackable Purple Jewelry,stackable bracelet,The everyday bracelet that makes a simple look feel finished,"Show Twilight Purple Beaded Bracelet | Stackable Purple Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on stackable bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/twilight-purple-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=stackable_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-20,TikTok/Reels,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,gift for her,A small purple bracelet detail that changes the whole outfit,"Show Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on gift for her: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/soft-lilac-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=gift_for_her,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-21,TikTok/Reels,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,outfit detail,Three ways to style a stackable purple bracelet,"Show Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on outfit detail: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/soft-lilac-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=outfit_detail,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-22,TikTok/Reels,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,stackable bracelet,The everyday bracelet that makes a simple look feel finished,"Show Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on stackable bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/soft-lilac-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=stackable_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-23,YouTube Shorts,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,purple bracelet,A small purple bracelet detail that changes the whole outfit,"Show Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on purple bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/soft-lilac-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=purple_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-24,YouTube Shorts,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,gift for her,Three ways to style a stackable purple bracelet,"Show Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on gift for her: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/soft-lilac-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=gift_for_her,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-25,YouTube Shorts,soft-lilac-beaded-bracelet,Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry,outfit detail,The everyday bracelet that makes a simple look feel finished,"Show Soft Lilac Beaded Bracelet | Delicate Purple Crystal Jewelry on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on outfit detail: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/soft-lilac-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=outfit_detail,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-03,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,purple bracelet,A small purple bracelet detail that changes the whole outfit,"Show Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on purple bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/moonlit-violet-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=purple_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-04,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,gift for her,Three ways to style a stackable purple bracelet,"Show Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on gift for her: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/moonlit-violet-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=gift_for_her,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-05,TikTok/Reels,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,outfit detail,The everyday bracelet that makes a simple look feel finished,"Show Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on outfit detail: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/moonlit-violet-beaded-bracelet?utm_source=tiktok_reels&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=outfit_detail,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-06,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,everyday jewelry,A small purple bracelet detail that changes the whole outfit,"Show Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on everyday jewelry: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/moonlit-violet-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=everyday_jewelry,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-07,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,purple bracelet,Three ways to style a stackable purple bracelet,"Show Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on purple bracelet: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/moonlit-violet-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=purple_bracelet,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
2026-06-08,YouTube Shorts,moonlit-violet-beaded-bracelet,Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet,gift for her,The everyday bracelet that makes a simple look feel finished,"Show Moonlit Violet Beaded Bracelet | Stackable Crystal Bracelet on wrist, then layer it with a watch, a neutral knit, and a simple ring. Keep the focus on gift for her: soft color, easy stacking, and everyday jewelry styling.",Shop the piece or save the styling idea,#MandalaJewels #CrystalBracelet #PurpleBracelet #BeadedBracelet #StackableBracelet #GiftForHer #EverydayJewelry,https://mandalajewelshop.com/products/moonlit-violet-beaded-bracelet?utm_source=youtube_shorts&utm_medium=organic_social&utm_campaign=active_exposure&utm_content=gift_for_her,"Vertical product video: wrist/neck/ear close-up, outfit styling, natural light",Draft
